latitude,longitude,n
42.8713,-112.4455,2094
33.8874,-118.1252,2095
39.3422,-120.2036,2096
37.978,-122.0311,2097
40.3857,-122.2808,2098
33.94,-118.1326,2099
38.6857,-121.0821,2100
37.5968,-120.866,2101
39.0431,-122.9152,2102
39.0174,-122.0577,2103
33.5969,-117.664,2104
37.8349,-122.1304,2105
33.6409,-117.6031,2106
43.9748,-75.9108,2107
43.0247,-108.7738,2108
42.9967,-85.7701,2109
47.9504,-124.3855,2110
37.9521,-122.5572,2111
40.9634,-72.1848,2112
44.8266,-92.9371,2113
38.5836,-90.4077,2114
41.9403,-85.0005,2115
35.4799,-79.1803,2116
26.1892,-98.1553,2117
26.0832,-98.1352,2118
38.9117,-94.3832,2119
41.6604,-71.4559,2120
38.3837,-85.44,2121
44.5401,-123.3676,2122
46.089,-122.9359,2123
40.766,-73.0193,2124
39.2889,-77.8597,2125
31.2518,-89.8376,2126
39.0182,-77.2086,2127
28.8035,-82.5759,2128
41.0573,-74.1409,2129
41.4543,-70.6036,2130
43.0348,-70.9427,2131
38.6857,-121.3721,2132
40.6337,-74.4075,2133
44.7214,-73.7237,2134
40.8929,-73.9726,2135
47.5209,-92.5367,2136
29.3686,-94.9713,2137
25.605,-80.3541,2138
34.4806,-85.3477,2139
46.9416,-122.6071,2140
35.8197,-88.9159,2141
29.7096,-82.0495,2142
44.4901,-73.1109,2143
44.2445,-86.3243,2144
46.1419,-122.9061,2145
35.9154,-94.97,2146
41.8782,-73.4789,2147
38.2493,-122.0406,2148
41.0956,-73.9364,2149
30.2752,-98.872,2150
36.7098,-81.9774,2151
39.7326,-105.1785,2152
34.274,-88.4092,2153
28.0222,-81.7329,2154
31.9973,-102.0779,2155
45.8713,-89.711,2156
42.1668,-87.8547,2157
32.8383,-116.9723,2158
43.134,-70.9264,2159
60.4878,-151.0583,2160
25.7559,-80.2952,2161
36.7434,-84.1597,2162
39.9404,-82.0132,2163
28.6777,-81.3278,2164
46.6257,-87.6877,2165
39.1955,-76.7228,2166
37.1675,-113.6808,2167
46.8975,-122.9433,2168
47.5288,-121.826,2169
38.9011,-77.2644,2170
33.3528,-111.789,2171
33.5442,-84.2338,2172
38.4118,-121.2721,2173
41.7189,-83.713,2174
55.3418,-131.6476,2175
45.9044,-122.7444,2176
34.9334,-95.7697,2177
39.868,-104.9719,2178
35.3501,-80.2001,2179
41.7676,-76.4427,2180
47.2477,-88.4535,2181
41.2401,-81.4407,2182
41.1595,-81.4404,2183
30.4391,-90.4437,2184
28.6,-81.3392,2185
24.5549,-81.7805,2186
34.0855,-119.0609,2187
41.1353,-75.9044,2188
47.2327,-122.3519,2189
39.8217,-76.2363,2190
40.9803,-73.6839,2191
40.9583,-75.2917,2192
41.9856,-73.9882,2193
46.66,-122.9633,2194
45.2987,-122.3338,2195
37.9872,-122.5889,2196
45.1608,-93.235,2197
31.9638,-95.2705,2198
41.9559,-121.4774,2199
34.4,-119.3001,2200
42.4953,-78.862,2201
41.9599,-74.0102,2202
40.8687,-82.3182,2203
40.717,-74.5712,2204
43.015,-75.0354,2205
40.3275,-80.0395,2206
43.0972,-89.5043,2207
41.1384,-81.8638,2208
42.2043,-72.6162,2209
35.8809,-84.5085,2210
42.2612,-71.4634,2211
44.8178,-93.1669,2212
43.5278,-71.4705,2213
41.2396,-81.3456,2214
39.8318,-119.3579,2215
43.0167,-88.007,2216
39.705,-104.9336,2217
34.6293,-78.6053,2218
32.991,-117.2707,2219
45.587,-122.3995,2220
45.7379,-122.487,2221
34.7448,-87.6675,2222
42.6379,-83.6176,2223
38.9393,-76.9339,2224
43.7407,-117.0718,2225
38.4328,-90.3776,2226
42.3098,-71.1203,2227
40.6799,-82.5796,2228
37.2768,-79.1009,2229
40.6255,-103.2077,2230
42.5793,-71.4378,2231
39.4817,-106.0384,2232
44.5041,-70.2159,2233
42.6459,-85.2908,2234
36.1396,-120.3601,2235
36.0041,-120.129,2236
41.2378,-80.5679,2237
40.2247,-105.2713,2238
36.098,-119.5604,2239
40.5881,-80.0311,2240
33.8658,-118.082,2241
40.2442,-76.8989,2242
42.4997,-85.4081,2243
42.6006,-76.1814,2244
46.4958,-94.1083,2245
40.8223,-74.1598,2246
39.0481,-95.5792,2247
38.6171,-121.3282,2248
40.3642,-111.7379,2249
46.5294,-122.4854,2250
41.5243,-72.0759,2251
30.6749,-87.9153,2252
47.6446,-117.5933,2253
35.3693,-81.9568,2254
41.8976,-84.0372,2255
38.9172,-97.2139,2256
37.5457,-77.3273,2257
45.4076,-122.5704,2258
39.7626,-81.1154,2259
58.3031,-134.4207,2260
39.9584,-84.1722,2261
41.402,-74.3243,2262
41.163,-73.8608,2263
39.4154,-81.4548,2264
33.1626,-96.9375,2265
46.9753,-123.8157,2266
34.6856,-82.9532,2267
45.6716,-122.6624,2268
37.8715,-122.4823,2269
30.0638,-82.2365,2270
30.158,-95.4894,2271
29.9441,-82.1101,2272
40.4005,-75.9933,2273
44.4451,-88.0718,2274
40.8831,-85.4975,2275
26.7753,-80.0581,2276
35.781,-78.3697,2277
32.7288,-94.9424,2278
41.1985,-74.4818,2279
42.3086,-83.4822,2280
48.9465,-122.4521,2281
39.7442,-83.8083,2282
35.1904,-114.0532,2283
42.8066,-70.9603,2284
38.4076,-85.3789,2285
40.5576,-74.2846,2286
42.3147,-88.4487,2287
36.0971,-80.4192,2288
39.3703,-74.5501,2289
34.0754,-84.2941,2290
34.7229,-76.726,2291
40.2601,-74.2738,2292
39.5136,-121.5568,2293
29.5317,-95.1189,2294
38.6629,-90.5782,2295
43.2343,-88.1217,2296
42.6781,-88.2762,2297
34.1602,-118.6523,2298
33.6891,-78.8867,2299
43.0134,-70.7709,2300
40.1784,-75.1285,2301
29.2858,-81.0558,2302
45.0049,-122.7836,2303
44.295,-93.2688,2304
37.7479,-84.2947,2305
39.1626,-76.6247,2306
42.1305,-70.9158,2307
40.6569,-111.9493,2308
40.6731,-74.6863,2309
41.3302,-80.7253,2310
34.0426,-84.1932,2311
47.6262,-122.5212,2312
43.0731,-71.8445,2313
38.2324,-90.563,2314
25.7051,-80.2908,2315
40.6957,-74.2296,2316
47.8605,-122.2059,2317
33.7629,-116.4231,2318
39.9307,-75.3202,2319
33.6609,-95.5555,2320
33.6524,-81.3612,2321
33.0509,-109.2962,2322
40.5241,-111.8643,2323
44.6335,-121.1295,2324
40.8043,-75.6083,2325
41.5048,-73.9696,2326
37.9085,-121.6002,2327
40.6361,-80.5311,2328
39.0017,-77.4043,2329
46.3512,-124.0528,2330
39.9747,-111.7844,2331
39.9566,-74.9739,2332
43.4196,-85.7989,2333
33.039,-86.9088,2334
34.257,-77.995,2335
37.5296,-122.0402,2336
41.6135,-70.9705,2337
47.8543,-121.9728,2338
38.8114,-89.9532,2339
40.1746,-74.9227,2340
35.8145,-94.6286,2341
43.826,-111.7897,2342
39.1911,-106.8175,2343
42.0979,-76.0505,2344
39.3737,-76.9677,2345
20.1191,-155.5937,2346
42.2402,-70.8032,2347
36.0615,-95.7979,2348
32.8507,-97.0798,2349
39.6428,-77.72,2350
41.6376,-70.9036,2351
41.482,-81.7982,2352
44.7475,-93.0708,2353
38.0526,-84.73,2354
42.8875,-77.2817,2355
39.6264,-111.4396,2356
44.7236,-85.8432,2357
42.8665,-71.3752,2358
40.0084,-79.0781,2359
34.1142,-116.4322,2360
43.4082,-84.6116,2361
42.3334,-88.2668,2362
37.6987,-93.7963,2363
42.1817,-87.8003,2364
42.1705,-72.4647,2365
39.5307,-104.871,2366
42.1072,-87.8322,2367
37.9064,-122.065,2368
48.411,-119.5276,2369
41.6,-87.9381,2370
41.0037,-76.455,2371
34.5003,-91.5526,2372
47.474,-122.2609,2373
34.4749,-114.3428,2374
33.5801,-85.0766,2375
40.8114,-72.8562,2376
38.8823,-77.1711,2377
38.8109,-94.9273,2378
38.9797,-90.9809,2379
43.1617,-70.6497,2380
40.3162,-74.5137,2381
34.0271,-118.7815,2382
41.0633,-75.3062,2383
36.6844,-121.8022,2384
42.2418,-70.8898,2385
34.998,-78.3233,2386
29.5516,-98.2705,2387
42.6707,-83.0341,2388
40.6551,-74.3456,2389
40.8429,-73.2929,2390
40.8768,-73.3246,2391
40.6215,-79.1525,2392
30.2564,-94.2071,2393
41.0582,-74.7527,2394
32.9312,-96.4597,2395
32.552,-117.043,2396
39.2506,-76.5205,2397
32.0724,-84.2327,2398
42.9814,-70.9478,2399
42.8706,-71.9517,2400
28.3205,-80.6092,2401
30.3119,-95.4561,2402
40.6686,-73.5281,2403
26.6845,-80.6676,2404
36.1299,-115.1188,2405
42.4473,-71.2272,2406
41.8906,-71.3922,2407
44.3976,-122.7362,2408
27.7981,-82.7973,2409
41.126,-73.9595,2410
40.0022,-75.3208,2411
32.6789,-115.4982,2412
41.289,-73.9224,2413
42.8781,-73.1968,2414
44.1334,-73.079,2415
42.4606,-83.1347,2416
40.9645,-76.8844,2417
44.5455,-71.9999,2418
40.9465,-73.0693,2419
40.174,-80.2462,2420
42.0308,-93.6322,2421
30.5882,-91.1682,2422
42.7978,-83.705,2423
47.9252,-97.0328,2424
40.8843,-72.3895,2425
41.7668,-87.8603,2426
21.4162,-158.1753,2427
46.6963,-92.365,2428
41.0602,-111.9711,2429
44.0782,-116.9338,2430
37.036,-77.0952,2431
41.8003,-73.1212,2432
29.8833,-97.9414,2433
37.8686,-122.5092,2434
37.8671,-121.638,2435
39.9779,-79.6145,2436
40.9404,-74.1318,2437
40.5981,-124.1572,2438
37.2495,-83.1932,2439
59.6425,-151.5494,2440
30.4171,-97.9292,2441
34.0234,-84.6155,2442
45.6691,-108.7715,2443
40.1553,-75.8899,2444
40.2008,-74.0319,2445
41.8995,-79.8453,2446
40.3887,-75.7914,2447
32.663,-117.1393,2448
42.0776,-73.9529,2449
40.6917,-80.0622,2450
37.0833,-88.6,2451
33.9698,-84.2215,2452
38.2455,-85.5391,2453
38.8114,-90.8529,2454
34.462,-119.7578,2455
45.5198,-123.1107,2456
39.4805,-86.0544,2457
41.2412,-77.0011,2458
45.1219,-95.0433,2459
35.7201,-79.1772,2460
44.2164,-73.5906,2461
44.81,-68.912,2462
34.0107,-95.5097,2463
42.107,-72.6203,2464
33.0907,-97.1242,2465
36.2552,-94.1309,2466
38.3004,-76.5075,2467
37.9723,-81.1487,2468
41.7245,-81.2457,2469
30.9083,-94.4236,2470
39.9204,-80.7431,2471
31.1596,-81.3886,2472
30.3344,-81.3987,2473
30.3935,-86.4957,2474
40.3461,-94.873,2475
27.8661,-82.3265,2476
40.5892,-80.2251,2477
26.2334,-98.3709,2478
47.0979,-122.2043,2479
43.3462,-73.1774,2480
40.9172,-111.3983,2481
44.9583,-90.8024,2482
29.5324,-95.5283,2483
34.5645,-92.5868,2484
40.6868,-111.8755,2485
41.7005,-93.4622,2486
35.0988,-120.6123,2487
41.2905,-95.918,2488
42.8993,-86.1985,2489
43.8989,-91.0885,2490
42.8361,-78.7538,2491
40.1551,-74.8288,2492
25.5626,-80.3823,2493
44.6396,-73.1117,2494
40.917,-72.662,2495
47.4272,-92.9377,2496
41.5839,-73.8087,2497
41.5582,-73.0515,2498
27.7522,-98.0698,2499
